playerID,index,AtBats,Runs,Hits,Doubles,Triples,HomeRuns,RBI,StolenBasesAllowed_Batting,CaughtStealing,Walks,Strikeouts,IntentionalWalks,HitsByPitch,SacrificeHits,SacrificeFlies,GroundedIntoDoublePlay,yearID,Putouts,Assists,Errors,DoublePlays,PassedBalls,StolenBasesAllowed_Fielding,CompleteGames,Shutouts,Saves,OutsPitched,Hits_Pitching,EarnedRuns,HomeRuns_Pitching,Walks_Pitching,Strikeouts_Pitching,EarnedRunAverage,IntentionalWalks_Pitching,HitsByPitch_Pitching,Balks,GamesFinished,Runs_Pitching,SacrificeHits_Pitching,SacrificeFlies_Pitching,GroundedIntoDoublePlay_Pitching,BattingAverage,OnBasePercentage,SluggingPercentage,ZoneRating,Position_1B,Position_2B,Position_3B,Position_C,Position_OF,Position_P,Position_SS,OpponentsBattingAverage
acunaro01,215,3.9243697478991595,0.5966386554621849,1.0420168067226891,0.20168067226890757,0.0,0.12605042016806722,0.42016806722689076,0.24369747899159663,0.09243697478991597,0.44537815126050423,1.0588235294117647,0.03361344537815126,0.08403361344537816,0.0,0.025210084033613446,0.06722689075630252,2022,1.6304347826086956,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26552462526766596,0.350844277673546,0.4132762312633833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
adamecr01,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
adamewi01,225,4.0503597122302155,0.5971223021582733,0.9640287769784173,0.22302158273381295,0.0,0.22302158273381295,0.7050359712230215,0.05755395683453238,0.02158273381294964,0.35251798561151076,1.1942446043165467,0.02158273381294964,0.007194244604316547,0.0,0.02877697841726619,0.07913669064748201,2022,1.3088235294117647,2.4558823529411766,0.10294117647058823,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23801065719360567,0.29821717990275526,0.458259325044405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
adamja01,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.014925373134328358,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.11940298507462686,2.8358208955223883,0.4626865671641791,0.16417910447761194,0.07462686567164178,0.2537313432835821,1.1194029850746268,0.02328358208955224,0.029850746268656716,0.08955223880597014,0.0,0.23880597014925373,0.1791044776119403,0.0,0.029850746268656716,0.11940298507462686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.147
adamsau01,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.06666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.2,0.8666666666666667,0.26666666666666666,0.8666666666666667,0.9333333333333333,1.468,0.06666666666666667,0.0,0.0,0.6,0.8666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5920000000000001
adamsau02,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adamsch01,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,2.5,1.5,0.16666666666666666,0.0,1.0,1.5583333333333333,0.0,0.0,0.0,0.16666666666666666,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.375
adamsla01,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
adamsma01,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,5.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adamsri03,287,2.9583333333333335,0.2916666666666667,0.5208333333333334,0.08333333333333333,0.0,0.10416666666666667,0.20833333333333334,0.0,0.020833333333333332,0.25,0.9583333333333334,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,2022,7.266666666666667,0.35555555555555557,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176056338028169,0.24516129032258063,0.30985915492957744,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
adcocna01,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,4.153846153846154,1.1538461538461537,0.9230769230769231,0.23076923076923078,0.9230769230769231,1.0,0.46153846153846156,0.0,0.07692307692307693,0.0,0.3076923076923077,0.9230769230769231,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.221
adducji02,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
adelljo01,322,3.0454545454545454,0.25,0.6818181818181818,0.13636363636363635,0.022727272727272728,0.09090909090909091,0.3068181818181818,0.045454545454545456,0.022727272727272728,0.125,1.2159090909090908,0.0,0.045454545454545456,0.0,0.011363636363636364,0.06818181818181818,2022,1.6547619047619047,0.05952380952380952,0.05952380952380952,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22388059701492538,0.2640845070422535,0.373134328358209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
adlemti01,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.5,0.4,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,12.233333333333333,4.133333333333334,2.5,0.9666666666666667,1.7,3.6,0.184,0.03333333333333333,0.2,0.03333333333333333,0.13333333333333333,2.6333333333333333,0.03333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.264
adonjo01,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.5714285714285714,0.5,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,13.857142857142858,5.428571428571429,3.642857142857143,0.5714285714285714,2.7857142857142856,3.9285714285714284,0.5071428571428571,0.07142857142857142,0.42857142857142855,0.0,0.0,3.7857142857142856,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29
adriaeh01,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.925,1.025,0.025,0.175,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
affelje01,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.057692307692307696,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0384615384615383,0.8269230769230769,0.4423076923076923,0.11538461538461539,0.2692307692307692,0.40384615384615385,0.1126923076923077,0.038461538461538464,0.038461538461538464,0.0,0.1346153846153846,0.46153846153846156,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.293
agrazda01,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.3333333333333333,0.4,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,14.666666666666666,5.466666666666667,2.6666666666666665,1.0,1.2,2.7333333333333334,0.32733333333333337,0.0,0.6666666666666666,0.0,0.0,2.8666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.283
aguilje01,406,3.672566371681416,0.3274336283185841,0.8672566371681416,0.1592920353982301,0.0,0.13274336283185842,0.4336283185840708,0.008849557522123894,0.0,0.23893805309734514,0.9380530973451328,0.008849557522123894,0.035398230088495575,0.0,0.04424778761061947,0.07079646017699115,2022,7.08955223880597,0.7014925373134329,0.05970149253731343,0.6865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236144578313253,0.2860310421286031,0.38795180722891565,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aguilmi01,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.6666666666666666,0.5555555555555556,0.0,0.4444444444444444,0.3333333333333333,0.7144444444444444,0.1111111111111111,0.0,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
aguilry01,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,1.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ahmedni01,434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,1.0,2.5625,0.0625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
akinke01,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.06666666666666667,0.24444444444444444,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.044444444444444446,5.444444444444445,1.5333333333333334,0.6444444444444445,0.2222222222222222,0.4444444444444444,1.711111111111111,0.07111111111111111,0.0,0.022222222222222223,0.0,0.2222222222222222,0.7777777777777778,0.022222222222222223,0.044444444444444446,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.227
akiyash01,460,1.8409090909090908,0.18181818181818182,0.375,0.09090909090909091,0.0,0.0,0.13636363636363635,0.022727272727272728,0.03409090909090909,0.1590909090909091,0.45454545454545453,0.011363636363636364,0.045454545454545456,0.011363636363636364,0.011363636363636364,0.011363636363636364,2021,1.4098360655737705,0.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2037037037037037,0.281767955801105,0.25308641975308643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
alanirj01,462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.1266666666666667,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.111
alberan01,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,4.8,3.2,1.8,1.8,2.4,1.516,0.2,0.2,0.2,0.4,3.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.304
alberha01,480,2.136986301369863,0.1780821917808219,0.5205479452054794,0.1232876712328767,0.0273972602739726,0.0273972602739726,0.2054794520547945,0.0,0.0136986301369863,0.0410958904109589,0.3424657534246575,0.0,0.0,0.0,0.0,0.0958904109589041,2022,0.8157894736842105,1.0789473684210527,0.039473684210526314,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,3.3,1.0,0.5,0.2,0.3,0.1,0.409,0.0,0.1,0.0,1.0,0.5,0.0,0.1,0.0,0.24358974358974358,0.2578616352201258,0.36538461538461536,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.238
alberma01,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.029850746268656716,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,2.671641791044776,0.7910447761194029,0.5074626865671642,0.11940298507462686,0.43283582089552236,0.8507462686567164,0.07656716417910447,0.04477611940298507,0.04477611940298507,0.014925373134328358,0.19402985074626866,0.5074626865671642,0.029850746268656716,0.029850746268656716,0.11940298507462686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.239
albieoz01,503,3.859375,0.5625,0.953125,0.25,0.0,0.125,0.546875,0.046875,0.078125,0.25,0.734375,0.0,0.03125,0.0,0.0625,0.0,2022,1.265625,2.359375,0.046875,0.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24696356275303644,0.2936802973977695,0.4089068825910931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
albural01,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.09523809523809523,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714285714285716,0.47619047619047616,0.23809523809523808,0.0,0.38095238095238093,0.6666666666666666,0.22523809523809527,0.0,0.0,0.0,0.3333333333333333,0.23809523809523808,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.305
alcaljo01,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
alcanar01,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.918918918918919,0.7837837837837838,0.08108108108108109,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
alcanra01,529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.75,2.375,0.625,1.5,1.5,0.89125,0.125,0.375,0.125,0.25,2.625,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.239
alcansa01,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.625,0.875,0.0,0.0625,0.0,0.0,0.1875,0.03125,0.0,21.4375,5.4375,1.8125,0.5,1.5625,6.46875,0.07125,0.03125,0.28125,0.0,0.0,2.09375,0.03125,0.1875,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.212
alcanse01,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.7021276595744681,1.6063829787234043,0.09574468085106383,0.22340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0
alcanvi01,541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,0.043478260869565216,0.13043478260869565,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.782608695652174,0.9782608695652174,0.5,0.17391304347826086,0.32608695652173914,0.5217391304347826,0.10543478260869564,0.0,0.043478260869565216,0.0,0.1956521739130435,0.5434782608695652,0.021739130434782608,0.021739130434782608,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.276
alexaja01,593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.1111111111111111,0.7777777777777778,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,11.944444444444445,4.888888888888889,2.388888888888889,0.6666666666666666,1.5555555555555556,2.5555555555555554,0.30000000000000004,0.0,0.2222222222222222,0.0,0.16666666666666666,2.611111111111111,0.0,0.3888888888888889,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.312
alexasc01,619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.11764705882352941,0.29411764705882354,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,3.0588235294117645,0.7058823529411765,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.0611764705882353,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.194
